,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,Hobart,20,AU,1586215753,66,-42.88,147.33,59.0,13.87
1,Saint-Philippe,4,RE,1586215923,68,-21.36,55.77,75.2,6.93
2,Saint-Médard-en-Jalles,100,FR,1586216096,87,44.9,-0.72,57.2,2.24
3,Butaritari,100,KI,1586215900,70,3.07,172.79,82.85,2.46
4,Rikitea,80,PF,1586215814,65,-23.12,-134.97,76.3,7.23
5,Fort Nelson,75,CA,1586215953,32,58.81,-122.7,41.0,3.36
6,Mazagão,40,BR,1586216097,100,-0.12,-51.29,84.2,9.17
7,Tazovsky,98,RU,1586215909,98,67.47,78.7,24.82,1.59
8,Ribeira Grande,85,PT,1586215899,90,38.52,-28.7,63.39,15.57
9,Punta Arenas,100,CL,1586215773,66,-53.15,-70.92,51.8,12.75
10,Pisco,0,PE,1586215966,30,-13.7,-76.22,73.99,14.99
11,Khandagayty,86,RU,1586216098,66,50.73,92.05,26.55,1.99
12,Twentynine Palms,40,US,1586216098,45,34.14,-116.05,75.2,19.46
13,Dikson,91,RU,1586215973,94,73.51,80.55,1.17,11.39
14,Vaini,75,TO,1586215919,78,-21.2,-175.2,77.0,8.05
15,La Ronge,90,CA,1586215960,86,55.1,-105.28,26.6,6.93
16,Yellowknife,75,CA,1586215702,63,62.46,-114.35,30.2,21.92
17,Beloha,1,MG,1586216099,80,-25.17,45.05,71.38,6.93
18,Albany,20,US,1586215898,19,42.6,-73.97,57.2,18.34
19,Busselton,3,AU,1586215903,38,-33.65,115.33,66.0,16.04
20,Manaure,99,CO,1586216100,73,11.78,-72.44,82.67,20.13
21,Nhulunbuy,40,AU,1586216101,74,-12.23,136.77,84.2,3.36
22,Cape Town,75,ZA,1586215699,54,-33.93,18.42,57.99,5.82
23,Ushuaia,75,AR,1586215895,66,-54.8,-68.3,50.0,21.92
24,Nemuro,2,JP,1586215966,80,43.32,145.57,37.02,10.36
25,Talnakh,90,RU,1586215958,95,69.49,88.4,32.0,17.9
26,Saint George,1,US,1586215893,32,37.1,-113.58,66.99,14.99
27,Numan,72,NG,1586216102,56,9.47,12.03,84.58,7.47
28,Bagnols-sur-Cèze,1,FR,1586216102,70,44.16,4.62,52.0,2.24
29,Port Alfred,49,ZA,1586215943,59,-33.59,26.89,59.83,24.81
30,Thompson,75,CA,1586215809,68,55.74,-97.86,24.8,9.17
31,Halifax,20,CA,1586215896,28,44.65,-63.57,46.99,13.87
32,Mataura,83,NZ,1586216103,79,-46.19,168.86,55.99,11.01
33,San Patricio,40,MX,1586216098,78,19.22,-104.7,82.4,11.41
34,Tuktoyaktuk,90,CA,1586215910,85,69.45,-133.04,24.8,20.8
35,Hasaki,75,JP,1586215953,61,35.73,140.83,54.0,5.82
36,Umluj,0,SA,1586216104,48,25.02,37.27,79.95,3.94
37,Peterhead,24,GB,1586215949,70,57.51,-1.8,42.8,6.93
38,Jamestown,75,US,1586215903,25,42.1,-79.24,53.6,8.05
39,Perth,13,AU,1586215812,45,-31.93,115.83,73.4,20.8
40,Araouane,0,ML,1586216105,12,18.9,-3.53,82.4,8.88
41,Hong Kong,40,HK,1586215913,82,22.29,114.16,64.99,5.82
42,Suez,25,EG,1586215879,67,29.97,32.53,62.08,11.72
43,Lagoa,100,PT,1586216083,95,39.05,-27.98,61.65,18.97
44,Cerro Punta,20,PA,1586216106,74,8.85,-82.57,86.0,12.75
45,Port Lincoln,5,AU,1586216064,69,-34.73,135.87,62.89,8.41
46,Sitka,90,US,1586215968,80,57.05,-135.33,35.6,17.22
47,Lavrentiya,95,RU,1586216009,83,65.58,-171.0,7.45,2.53
48,Priargunsk,0,RU,1586216107,55,50.37,119.1,36.72,13.15
49,Kautokeino,100,NO,1586216107,85,69.01,23.04,31.86,19.06
50,Upernavik,0,GL,1586215908,91,72.79,-56.15,13.84,15.48
51,New Norfolk,20,AU,1586215918,66,-42.78,147.06,59.0,13.87
52,Avarua,75,CK,1586216108,79,-21.21,-159.78,84.2,5.82
53,Dudinka,90,RU,1586216109,98,69.41,86.18,32.0,17.9
54,Normal,90,US,1586216028,68,40.51,-88.99,68.0,10.29
55,Ilulissat,40,GL,1586215956,47,69.22,-51.1,14.0,13.87
56,Saskylakh,100,RU,1586215942,97,71.92,114.08,24.96,6.8
57,Faya,43,SA,1586216059,72,18.39,42.45,64.4,4.21
58,Durrës,75,AL,1586216110,62,41.32,19.44,51.8,1.12
59,Felanitx,100,ES,1586216110,76,39.47,3.15,54.0,3.36
60,Jinxiang,78,CN,1586216110,82,22.86,115.7,65.46,7.78
61,Wajima,75,JP,1586216110,58,37.4,136.9,46.4,6.93
62,Mahébourg,75,MU,1586215994,83,-20.41,57.7,78.8,13.87
63,Padang,85,ID,1586216044,75,-0.95,100.35,76.75,2.68
64,Ambad,14,IN,1586216111,26,19.62,75.8,76.57,4.54
65,Goderich,100,CA,1586215903,34,43.75,-81.72,53.01,2.55
66,Santa Isabel Rio Negro,100,BR,1586216111,95,-0.41,-65.02,77.23,1.86
67,Atuona,5,PF,1586215930,76,-9.8,-139.03,82.56,16.04
68,Castro,90,BR,1586215932,73,-24.79,-50.01,62.33,2.62
69,Senanga,2,ZM,1586216112,57,-16.12,23.27,67.64,2.68
70,Mīnāb,0,IR,1586216112,83,27.15,57.08,73.4,4.7
71,Opuwo,54,NA,1586216008,27,-18.06,13.84,70.9,4.32
72,Portland,40,US,1586216081,39,45.52,-122.68,63.0,3.36
73,Solnechnyy,100,RU,1586216113,92,50.72,136.63,27.1,14.61
74,Coahuayana Viejo,40,MX,1586216005,54,18.73,-103.68,82.4,17.22
75,Carnarvon,6,AU,1586215906,94,-24.87,113.63,69.8,8.05
76,Bluff,73,NZ,1586215948,79,-46.6,168.33,55.99,11.01
77,El Salvador,40,SV,1586216114,66,13.83,-88.92,87.8,8.05
78,Klaksvík,14,FO,1586215912,70,62.23,-6.59,42.8,20.8
79,Qaanaaq,0,GL,1586215901,75,77.48,-69.36,6.96,6.38
80,Hofn,49,IS,1586216008,86,64.25,-15.21,32.34,25.97
81,Chokurdakh,33,RU,1586215993,92,70.63,147.92,1.42,13.6
82,Goundam,0,ML,1586216115,11,16.41,-3.67,83.59,9.95
83,Olafsvik,99,IS,1586215953,94,64.89,-23.71,31.87,32.1
84,Hay River,75,CA,1586216116,91,60.82,-115.8,32.0,14.99
85,Erenhot,30,CN,1586216116,42,43.65,111.98,35.11,21.09
86,Carlsbad,90,US,1586216018,100,33.16,-117.35,62.6,10.29
87,Robertsport,29,LR,1586216008,86,6.75,-11.37,80.8,5.82
88,Bengkulu,96,ID,1586216085,81,-3.8,102.27,77.54,6.2
89,Cidreira,61,BR,1586216026,85,-30.18,-50.21,68.67,10.36
90,Hobyo,48,SO,1586215936,77,5.35,48.53,81.82,11.36
91,San Cristobal,40,VE,1586215931,66,7.77,-72.22,84.2,5.82
92,Khatanga,99,RU,1586215907,96,71.97,102.5,24.28,4.14
93,Ballina,64,AU,1586216117,78,-28.87,153.57,71.6,13.87
94,Evensk,73,RU,1586215951,90,61.95,159.23,17.15,1.48
95,Puerto Ayora,20,EC,1586215941,74,-0.74,-90.35,82.4,14.99
96,Bethel,1,US,1586215934,26,41.37,-73.41,63.0,8.05
97,Pundaguitan,65,PH,1586216118,75,6.37,126.17,81.16,8.01
98,Haines Junction,96,CA,1586216118,78,60.75,-137.51,27.37,4.47
99,Mar del Plata,75,AR,1586215910,81,-38.0,-57.56,57.0,5.82
100,Tiksi,69,RU,1586215947,94,71.69,128.87,10.99,4.25
101,Tamiahua,11,MX,1586216119,81,21.27,-97.45,80.04,9.89
102,Chui,1,UY,1586215919,58,-33.7,-53.46,58.06,16.22
103,Nanortalik,0,GL,1586216021,88,60.14,-45.24,26.82,23.85
104,Raudeberg,99,NO,1586216120,93,61.99,5.14,46.99,11.41
105,Lebu,0,CL,1586215961,66,-37.62,-73.65,54.7,18.34
106,São Filipe,0,CV,1586215929,71,14.9,-24.5,73.4,11.92
107,Cherskiy,100,RU,1586215982,97,68.75,161.3,18.95,15.88
108,Souillac,75,MU,1586216121,83,-20.52,57.52,78.8,13.87
109,Auki,98,SB,1586216121,73,-8.77,160.7,84.29,5.68
110,Grand Gaube,75,MU,1586216121,83,-20.01,57.66,78.8,13.87
111,Luwingu,62,ZM,1586216045,64,-10.26,29.93,61.95,1.61
112,Zhezkazgan,100,KZ,1586216121,51,47.8,67.71,48.85,15.61
113,Kapaa,1,US,1586215765,61,22.08,-159.32,82.4,19.46
114,Shimoda,75,JP,1586216122,58,34.67,138.95,55.4,13.87
115,Lompoc,75,US,1586215888,67,34.64,-120.46,60.01,10.29
116,Kjøllefjord,40,NO,1586216122,79,70.95,27.35,28.4,20.8
117,Anadyr,1,RU,1586215959,64,64.75,177.48,-2.0,2.24
118,Mabaruma,92,GY,1586216123,84,8.2,-59.78,76.91,6.98
119,Bac Lieu,72,VN,1586215835,72,9.29,105.72,81.84,6.64
120,Townsville,40,AU,1586215848,69,-19.25,146.8,82.4,8.05
121,Severo-Kuril'sk,100,RU,1586215972,89,50.68,156.12,34.41,35.03
122,Barcelos,90,PT,1586216124,93,41.54,-8.62,59.0,9.17
123,Ishimbay,44,RU,1586216124,93,53.45,56.04,30.16,16.89
124,Hilo,1,US,1586215955,61,19.73,-155.09,82.4,17.22
125,Soure,100,BR,1586216124,89,-0.72,-48.52,80.46,9.13
126,Salantai,22,LT,1586216124,34,56.07,21.57,50.0,12.75
127,Elwood,90,AU,1586216125,82,-37.88,144.98,60.01,7.16
128,Flinders,40,AU,1586216125,59,-34.58,150.86,64.4,10.29
129,Saldanha,15,ZA,1586215914,87,-33.01,17.94,50.0,1.12
130,Vardø,99,NO,1586215958,96,70.37,31.11,30.69,21.18
131,Poli,40,TZ,1586216126,88,-3.33,36.8,73.4,5.82
132,Xining,100,CN,1586216126,37,36.62,101.77,35.69,3.6
133,Hermanus,55,ZA,1586215915,73,-34.42,19.23,55.99,8.01
134,Clyde River,1,CA,1586215995,78,70.47,-68.59,12.2,34.45
135,Walvis Bay,0,NA,1586216126,87,-22.96,14.51,60.01,9.17
136,Bonthe,40,SL,1586216127,87,7.53,-12.51,81.27,5.79
137,Rockingham,20,US,1586216074,12,42.97,-71.1,57.99,9.17
138,Ondangwa,55,NA,1586216128,83,-17.92,15.95,71.6,1.12
139,Dunedin,93,NZ,1586215858,88,-45.87,170.5,57.0,5.08
140,Sayyan,0,YE,1586216128,23,15.17,44.32,57.49,3.24
141,Lobito,57,AO,1586215874,84,-12.35,13.55,78.04,1.97
142,Bathsheba,40,BB,1586216061,78,13.22,-59.52,80.6,12.75
143,Kletnya,29,RU,1586216128,87,53.39,33.22,36.54,2.53
144,Necochea,10,AR,1586215780,71,-38.55,-58.74,55.0,14.0
145,Marabu,75,MY,1586216129,100,4.41,114.01,77.0,3.36
146,Port Elizabeth,81,ZA,1586215912,58,-33.92,25.57,59.0,18.34
147,Kalengwa,31,ZM,1586216130,66,-13.47,25.0,62.58,1.39
148,Wanning,64,CN,1586216082,90,18.8,110.4,74.88,11.88
149,Takoradze,7,GH,1586216130,85,4.88,-1.76,81.72,5.35
150,Inta,100,RU,1586216130,96,66.03,60.17,16.54,7.45
151,Constitución,0,CL,1586215944,50,-35.33,-72.42,57.09,10.89
152,La Tuque,81,CA,1586216131,88,47.43,-72.78,30.61,7.29
153,East London,76,ZA,1586215918,56,-33.02,27.91,62.73,21.32
154,Bambanglipuro,87,ID,1586216131,80,-7.95,110.28,79.86,2.82
155,Tsimmerbude,0,RU,1586215964,48,54.67,20.13,44.6,6.71
156,Paamiut,41,GL,1586216131,91,61.99,-49.67,19.6,4.85
157,Cabedelo,20,BR,1586216091,88,-6.98,-34.83,80.6,5.82
158,Tasiilaq,100,GL,1586215975,92,65.61,-37.64,28.4,4.7
159,Khojaly District,100,AZ,1586216132,72,39.91,46.79,37.06,6.2
160,Nālūt,7,LY,1586216132,28,30.33,10.85,59.29,9.04
161,Saint Paul Harbor,1,US,1586215967,32,57.79,-152.41,37.4,18.34
162,Belmonte,75,BR,1586216133,69,-15.86,-38.88,80.6,8.05
163,Oranjemund,82,NA,1586216015,82,-28.55,16.43,56.57,4.7
164,Hithadhoo,8,MV,1586215979,67,-0.6,73.08,83.68,5.95
165,Leningradskiy,8,RU,1586215939,82,69.38,178.42,7.77,3.91
166,At-Bashi,20,KG,1586216133,29,41.17,75.81,37.09,5.53
167,Aykhal,82,RU,1586216134,42,66.0,111.5,30.2,8.95
168,Wanaka,95,NZ,1586215911,54,-44.7,169.15,61.57,7.54
169,Sørland,100,NO,1586216001,85,67.67,12.69,41.25,33.46
170,Baykit,2,RU,1586216038,94,61.67,96.37,29.37,2.82
171,Bredasdorp,43,ZA,1586215900,58,-34.53,20.04,55.99,11.41
172,Longyearbyen,75,SJ,1586216089,78,78.22,15.64,14.0,14.99
173,Tanout,0,NE,1586216135,11,14.97,8.89,84.31,8.28
174,Ponta do Sol,20,PT,1586216013,82,32.67,-17.1,66.2,5.82
175,Muli,76,MV,1586216135,65,2.92,73.57,83.98,2.24
176,Hede,0,CN,1586215970,64,33.77,120.25,51.62,6.22
177,Payette,20,US,1586216135,37,44.08,-116.93,66.2,5.82
178,Abu Samrah,90,SY,1586216136,73,35.3,37.18,53.44,7.47
179,Luau,98,AO,1586216136,70,-10.71,22.22,64.99,0.22
180,Nakhon Nayok,91,TH,1586216136,80,14.2,101.21,84.99,5.5
181,Ulladulla,40,AU,1586215906,59,-35.35,150.47,69.01,10.29
182,Itarema,86,BR,1586216137,87,-2.92,-39.92,79.29,6.87
183,Denpasar,20,ID,1586215860,100,-8.65,115.22,77.0,2.24
184,Makakilo City,20,US,1586216017,78,21.35,-158.09,84.2,8.05
185,Bahir Dar,54,ET,1586216137,27,11.59,37.39,71.69,2.51
186,Ust'-Ordynskiy,75,RU,1586216138,92,52.8,104.75,30.2,4.47
187,Isla Mujeres,40,MX,1586215969,70,21.23,-86.73,84.2,12.75
188,Westport,1,US,1586215844,41,41.14,-73.36,64.4,3.36
189,Iqaluit,20,CA,1586215959,65,63.75,-68.51,3.2,20.8
190,Bowen,75,AU,1586216139,65,-20.02,148.23,82.99,12.75
191,Buala,89,SB,1586216139,74,-8.14,159.59,84.92,8.72
192,Folkestone,6,GB,1586216005,100,51.08,1.18,51.01,4.7
193,Yenagoa,81,NG,1586216032,90,4.92,6.26,79.38,2.53
194,Isoka,75,ZM,1586216140,66,-10.16,32.63,62.49,0.78
195,Campo Verde,20,BR,1586216140,69,-20.42,-54.07,80.6,4.7
196,Katsuura,75,JP,1586215987,43,35.13,140.3,55.0,8.05
197,Karacabey,75,TR,1586215845,81,40.22,28.4,46.4,24.16
198,Nome,1,US,1586216038,77,64.5,-165.41,6.8,18.34
199,Mackay,40,AU,1586216141,74,-21.15,149.2,81.0,11.41
200,Mehamn,40,NO,1586215969,79,71.04,27.85,28.4,20.8
201,Tiznit Province,0,MA,1586216141,52,29.58,-9.5,62.94,1.21
202,Acapulco de Juárez,5,MX,1586215744,74,16.86,-99.89,82.4,14.99
203,Vetluzhskiy,0,RU,1586216141,92,58.39,45.47,26.35,6.2
204,Cabo San Lucas,90,MX,1586215785,36,22.89,-109.91,80.6,24.16
205,Te Anau,54,NZ,1586216107,57,-45.42,167.72,56.66,8.1
206,Sand Springs,90,US,1586216142,64,36.14,-96.11,73.4,13.87
207,Dovolnoye,100,RU,1586216142,94,54.5,79.67,35.01,7.18
208,Manggar,80,ID,1586216142,77,-2.88,108.27,80.96,5.41
209,Naze,75,JP,1586215982,72,28.37,129.48,66.2,2.24
210,Bereda,100,ES,1586216143,71,43.27,-7.54,57.99,1.12
211,Utica,1,US,1586215860,29,43.1,-75.23,51.01,12.75
212,Rajanpur,51,PK,1586215870,52,29.1,70.33,71.98,21.5
213,Williams Lake,90,CA,1586216054,26,52.14,-122.14,44.6,3.36
214,Yar-Sale,96,RU,1586215977,97,66.83,70.83,19.29,4.81
215,Los Llanos de Aridane,90,ES,1586215992,73,28.66,-17.92,69.8,3.36
216,Ciudad Bolivar,92,VE,1586216069,53,8.12,-63.55,86.61,13.27
217,Son Tay,75,VN,1586216144,88,21.14,105.5,62.6,4.7
218,Kununurra,40,AU,1586216144,54,-15.77,128.73,82.4,5.82
219,Bloemhof,47,ZA,1586216145,23,-27.65,25.61,57.63,6.26
220,Esperance,90,AU,1586215909,93,-33.87,121.9,59.0,8.05
221,Bayonet Point,40,US,1586216145,54,28.33,-82.68,80.6,5.82
222,Kavieng,42,PG,1586215928,71,-2.57,150.8,83.17,2.39
223,Nikolskoye,96,RU,1586215925,80,59.7,30.79,35.6,2.24
224,Fortuna,40,US,1586215999,66,40.6,-124.16,55.99,17.22
225,Kaeo,30,NZ,1586216146,79,-35.1,173.78,66.99,3.0
226,Pandan,10,PH,1586216146,77,14.05,124.17,79.92,4.36
227,Tyukalinsk,64,RU,1586216074,85,55.87,72.2,39.4,11.92
228,Kindu,99,CD,1586216146,86,-2.95,25.95,70.57,2.64
229,Pangnirtung,20,CA,1586216102,56,66.15,-65.71,12.2,2.24
230,Faanui,20,PF,1586216087,74,-16.48,-151.75,83.68,11.61
231,Chongwe,3,ZM,1586216147,72,-15.33,28.68,68.0,1.12
232,Stodolishche,25,RU,1586216147,85,54.19,32.65,36.18,1.54
233,Harper,23,LR,1586216147,85,4.38,-7.72,81.21,5.03
234,Tiarei,12,PF,1586216148,66,-17.53,-149.33,87.8,6.93
235,Yulara,90,AU,1586215998,37,-25.24,130.99,66.2,12.75
236,Salinas,75,US,1586216148,62,36.68,-121.66,55.4,17.22
237,Prince Rupert,90,CA,1586216065,73,54.32,-130.32,42.8,12.75
238,Norman Wells,40,CA,1586215968,53,65.28,-126.83,26.6,17.22
239,Bara,51,NG,1586216149,54,10.37,10.73,84.51,15.5
240,Liverpool,0,GB,1586216149,75,53.41,-2.98,46.4,4.7
241,Barrow,90,US,1586215914,78,71.29,-156.79,8.6,19.46
242,High Level,75,CA,1586216150,89,58.52,-117.14,32.0,9.17
243,Kupang,20,ID,1586216040,100,-10.17,123.58,78.8,7.74
244,George Town,20,MY,1586215705,94,5.41,100.34,80.6,4.7
245,Mahendranagar,0,NP,1586216151,26,28.92,80.33,70.07,6.02
246,Fomboni,1,KM,1586216151,70,-12.28,43.74,83.19,7.9
247,Kloulklubed,75,PW,1586216014,83,7.04,134.26,80.6,5.82
248,Ipixuna,75,BR,1586216151,94,-1.76,-48.8,78.8,2.24
249,Zhaotong,97,CN,1586216151,46,27.32,103.72,44.01,0.69
250,Along,45,IN,1586215938,58,28.17,94.77,61.3,4.25
251,Barra de Tecoanapa,12,MX,1586216029,58,16.52,-98.75,84.04,9.26
252,Plettenberg Bay,72,ZA,1586216152,67,-34.05,23.37,54.93,17.63
253,Santa Rosa,20,PH,1586216152,74,14.31,121.11,84.0,2.24
254,Qasigiannguit,40,GL,1586216152,47,68.82,-51.19,14.0,13.87
255,Tongchuanshi,100,CN,1586216153,27,35.08,109.09,56.46,2.53
256,Nsanje,2,MW,1586216153,70,-16.92,35.26,74.17,2.86
257,Yekaterinoslavka,100,RU,1586216153,89,50.37,129.11,31.1,12.17
258,Koslan,90,RU,1586216050,94,63.46,48.9,21.96,9.15
259,Gao,0,ML,1586216153,10,16.64,1.64,84.7,11.45
260,Turukhansk,100,RU,1586215916,97,65.82,87.98,32.97,5.44
261,Marsh Harbour,90,BS,1586216113,70,26.54,-77.06,72.03,10.69
262,Kuril'sk,100,RU,1586215928,95,45.23,147.88,32.25,16.93
263,Port Augusta,90,AU,1586215916,88,-32.5,137.77,66.0,5.82
264,Kruisfontein,89,ZA,1586215998,68,-34.0,24.73,52.92,18.25
265,Bubaque,0,GW,1586216058,71,11.28,-15.83,79.09,14.56
266,Stornoway,27,GB,1586216155,87,58.21,-6.39,42.8,16.11
267,Mossamedes,0,AO,1586215988,61,-15.2,12.15,74.03,5.75
268,Malpe,68,IN,1586216155,82,13.35,74.72,80.71,2.84
269,Madang,32,PG,1586216155,68,-5.22,145.8,84.94,2.15
270,Sampang,94,ID,1586216156,81,-7.19,113.24,80.02,3.0
271,Janów Lubelski,0,PL,1586216156,59,50.71,22.41,46.99,3.36
272,Kedrovyy,91,RU,1586216156,79,56.17,91.82,26.6,2.24
273,Marzuq,0,YE,1586216156,30,14.4,46.47,72.03,3.11
274,Ixtapa,40,MX,1586215915,69,20.7,-105.2,80.6,13.87
275,Alta Floresta,96,BR,1586216157,78,-9.88,-56.09,77.74,0.18
276,Verāval,28,IN,1586216157,74,20.9,70.37,73.67,8.19
277,Pedernales,67,DO,1586216157,76,18.04,-71.74,79.25,3.36
278,Mata,58,PT,1586216157,95,40.68,-7.46,54.0,3.38
279,Morondava,6,MG,1586216157,84,-20.28,44.28,76.19,4.34
280,Aksarka,73,RU,1586216158,96,66.56,67.8,14.45,5.3
281,Ahipara,33,NZ,1586216158,63,-35.17,173.17,67.39,7.2
282,Gilgit,99,PK,1586216158,27,35.92,74.31,49.28,0.43
283,La Rioja,90,ES,1586216158,100,42.25,-2.5,51.8,1.12
284,Kamaishi,40,JP,1586216158,56,39.27,141.88,48.2,3.36
285,Vega de Alatorre,15,MX,1586216159,80,20.03,-96.63,81.18,7.2
286,Luanda,20,AO,1586215867,83,-8.84,13.23,80.6,6.93
287,Santa Cruz de la Sierra,40,BO,1586215766,74,-17.8,-63.17,78.8,6.93
288,General Pico,0,AR,1586215963,37,-35.66,-63.76,52.43,5.75
289,Cascais,75,PT,1586215988,100,38.7,-9.42,62.6,5.82
290,Middleton,0,GB,1586216160,75,53.55,-2.2,46.4,3.36
291,Byron Bay,54,AU,1586215983,78,-28.65,153.62,73.99,13.87
292,Kismayo,52,SO,1586216161,75,-0.36,42.55,82.81,11.79
293,Chernyshevskiy,16,RU,1586216161,94,63.01,112.47,24.76,6.98
